AlunoID,Código,Disciplina,Unidade 1,Unidade 2,Unidade 3,Unidade 4,Unidade 5,Prova Final,Resultado,Faltas,Situação
12,DC/CCN035,REDES DE COMPUTADORES,"9,8","10,0","8,7",,,,"9,5",0,AM
12,DC/CCN033,SISTEMAS OPERACIONAIS,"8,8","8,6","8,1",,,,"8,5",0,AM
12,DC/CCN031,ARQUITETURA DE COMPUTADORES,"8,5","8,5","10,0",,,,"9,0",0,AM
12,DC/CCN025,BANCO DE DADOS,"10,0","10,0","10,0",,,,"10,0",0,AM
12,DC/CCN027,INTERFACE HUMANO COMPUTADOR,"9,0","9,5","10,0",,,,"9,5",0,AM
12,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"8,4","7,1","7,7",,,,"7,7",0,AM
12,DMAT/CCN035,MATEMÁTICA DISCRETA,"7,0","7,0","8,0",,,,"7,3",0,AM
12,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"10,0","10,0","8,5",,,,"9,5",0,AM
12,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"9,2","7,8","10,0",,,,"9,0",0,AM
12,DC/CCN029,CIRCUITOS DIGITAIS,"10,0","9,5","10,0",,,,"9,8",0,AM
12,DC/CCN022,ESTRUTURAS DE DADOS,"9,9","10,0","10,0",,,,"10,0",2,AM
12,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"9,5","9,8","9,7",,,,"9,7",0,AM
12,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"9,3","10,0","9,8",,,,"9,7",3,AM
12,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"6,8","5,4","9,4",,,,"7,2",0,AM
12,DC/CCN021,INFORMÁTICA E SOCIEDADE,"8,5","8,5","8,5",,,,"8,5",0,AM
12,CLE/CCHL002,INGLÊS TÉCNICO E CIENTÍFICO,"8,7","9,4","10,0",,,,"9,4",0,AM
12,DC/CCN019,INTRODUÇÃO À LÓGICA,"9,5","9,5","9,5",,,,"9,5",0,AM
12,DFIL/CCHL009,INTRODUÇÃO À METODOLOGIA CIENTÍFICA,"10,0","8,0","8,0",,,,"8,7",0,AM
12,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"8,4","7,9","10,0",,,,"8,8",0,AM
12,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"8,7",,,,,,"8,7",4,AM
13,DC/CCN048,PROGRAMAÇÃO FUNCIONAL,"5,0","7,0","10,0",,,,"7,3",8,AM
13,DC/CCN071,TÓPICOS EM ENGENHARIA DE SOFTWARE,"8,9","7,0","0,0",,,,"0,0",18,RF
13,DC/CCN081,VISÃO COMPUTACIONAL,"9,6","9,2","9,0",,,,"9,3",0,AM
13,DC/CCN067,TÓPICOS EM BIOINFORMÁTICA,"6,0","9,0","8,5",,,,"7,8",4,AM
13,DC/CCN076,TÓPICOS EM SISTEMAS COMPUTACIONAIS,"10,0","10,0","10,0",,,,"10,0",0,AM
13,DC/CCN042,COMPILADORES,"7,3","4,2","8,9",,,"4,0","5,4",14,RN
13,DC/CCN044,ENGENHARIA DE SOFTWARE II,"9,5","9,0","9,0",,,,"9,2",0,AM
13,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"9,8","8,3","10,0",,,,"9,4",12,AM
13,DC/CCN058,SISTEMAS EMBARCADOS,"7,5","8,6","8,8",,,,"8,3",12,AM
13,DC/CCN074,TÓPICOS EM REDES DE COMPUTADORES,"9,9","10,0","10,0",,,,"10,0",2,AM
13,DC/CCN045,BANCOS DE DADOS RELACIONAIS,"8,5","3,8","6,2",,,"6,0","6,1",4,AM
13,DC/CCN039,ENGENHARIA DE SOFTWARE I,"8,8","8,0","6,0",,,,"7,6",15,AM
13,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"6,5","6,5","6,0",,,"4,9","5,6",6,RN
13,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"10,0","9,5","9,5",,,,"9,7",0,AM
13,DC/CCN040,SEGURANÇA EM SISTEMAS,"7,3","7,9","7,5",,,,"7,6",6,AM
13,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"7,4","8,0","8,5",,,,"8,0",12,AM
13,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"6,6","4,5","7,7",,,"4,1","5,2",6,RN
13,DC/CCN035,REDES DE COMPUTADORES,"6,4","7,4","6,5",,,"5,7","6,2",6,AM
13,DC/CCN033,SISTEMAS OPERACIONAIS,"7,4","5,8","7,3",,,"6,4","6,6",10,AM
13,DC/CCN030,TEORIA DA COMPUTAÇÃO,"2,3","5,8","7,6",,,"1,8","3,5",8,RN
13,DC/CCN031,ARQUITETURA DE COMPUTADORES,"6,3","7,5","7,5",,,,"7,1",6,AM
13,DC/CCN025,BANCO DE DADOS,"8,5","9,0","10,0",,,,"9,2",0,AM
13,DC/CCN032,COMPUTAÇÃO GRÁFICA,"8,6","8,2","9,5",,,,"8,8",2,AM
13,DC/CCN034,PROGRAMAÇÃO LINEAR,"3,2","6,0","9,5",,,"6,1","6,2",0,AM
13,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"10,0","5,0","9,5",,,,"8,2",0,AM
13,DMAT/CCN034,ÁLGEBRA LINEAR,"5,0","3,0","7,0",,,"5,4","5,2",0,RN
13,DC/CCN027,INTERFACE HUMANO COMPUTADOR,"8,0","7,0","9,5",,,,"8,2",0,AM
13,CGBEST/CCN013,PROBABILIDADE E ESTATÍSTICA,"9,2","8,8","9,2",,,,"9,1",0,AM
13,DC/CCN073,TÓPICOS EM PROGRAMAÇÃO,"9,1","7,9","8,0",,,,"8,3",0,AM
13,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"9,2","9,3","9,4",,,,"9,3",0,AM
13,DC/CCN029,CIRCUITOS DIGITAIS,"8,8","7,5","7,2",,,,"7,8",0,AM
13,DC/CCN022,ESTRUTURAS DE DADOS,"7,7","6,4","9,0",,,,"7,7",3,AM
13,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"10,0","8,0","10,0",,,,"9,3",0,AM
13,DMAT/CCN035,MATEMÁTICA DISCRETA,"7,0","7,0","8,0",,,,"7,3",0,AM
13,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"10,0","4,0","10,0",,,,"8,0",10,AM
13,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"6,0","8,0","9,0",,,,"7,7",0,AM
13,DC/CCN021,INFORMÁTICA E SOCIEDADE,"9,0","9,0","9,0",,,,"9,0",0,AM
13,CLE/CCHL002,INGLÊS TÉCNICO E CIENTÍFICO,"6,0","7,0","6,5",,,"5,9","6,2",0,AM
13,DC/CCN019,INTRODUÇÃO À LÓGICA,"9,9","9,7","9,3",,,,"9,6",0,AM
13,DFIL/CCHL009,INTRODUÇÃO À METODOLOGIA CIENTÍFICA,"9,0","8,5","9,0",,,,"8,8",0,AM
13,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"9,2","9,2","10,0",,,,"9,5",0,AM
13,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"9,3",,,,,,"9,3",2,AM
14,DMAT/CCN034,ÁLGEBRA LINEAR,"3,9","7,7","3,8",,,,"0,0",16,RF
14,DC/CCN025,BANCO DE DADOS,"4,5","6,8","6,2",,,"0,8","3,3",6,RN
14,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"7,1","8,8","9,3",,,,"8,4",2,AM
14,DC/CCN022,ESTRUTURAS DE DADOS,"8,0","7,3","3,1",,,"5,7","5,9",2,RN
14,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"9,2","5,7","7,7",,,,"7,5",12,AM
14,DC/CCN019,INTRODUÇÃO À LÓGICA,"4,3","7,4","3,2",,,"6,4","5,7",8,RN
14,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"4,6","8,5","1,6",,,"8,6","6,8",9,AM
14,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"3,8","5,3","7,1",,,"3,6","4,5",2,RN
14,DMAT/CCN039,MÉTODOS NUMÉRICOS,"8,8","4,8","2,3",,,"3,9","4,6",4,RN
14,DC/CCN049,TRABALHO DE CONCLUSÃO DE CURSO II - TCC II,"10,0","10,0","10,0",,,,"10,0",3,AM
14,DC/CCN048,PROGRAMAÇÃO FUNCIONAL,"4,4","5,0","7,4",,,"6,5","6,0",6,AM
14,DC/CCN021,INFORMÁTICA E SOCIEDADE,"9,6","6,7","7,1",,,,"7,8",8,AM
14,DC/CCN057,REDES NEURAIS ARTIFICIAIS,"7,2","6,6","9,3",,,,"0,0",23,RF
14,DC/CCN068,TÓPICOS EM ARQUITETURA DE COMPUTADORES,"4,9","9,1","5,4",,,"10,0","8,2",1,AM
14,DC/CCN030 ,TEORIA DA COMPUTAÇÃO,"5,3","0,6","4,3",,,,"3,4",12,RN
14,DC/CCN058 ,SISTEMAS EMBARCADOS,"5,3","6,4","3,1",,,"9,1","7,0",0,AM
14,DC/CCN076,TÓPICOS EM SISTEMAS COMPUTACIONAIS,"4,6","5,5","3,7",,,"7,1","5,8",10,RN
14,DC/CCN071 ,TÓPICOS EM ENGENHARIA DE SOFTWARE,"7,8","7,9","9,2",,,,"8,3",3,AM
14,DC/CCN045,BANCOS DE DADOS RELACIONAIS,"4,0","6,6","7,3",,,,"0,0",20,RF
14,DC/CCN050,EMPREENDEDORISMO,"5,4","8,2","4,6",,,"9,0","7,6",0,AM
14,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"5,9","5,4","2,6",,,"6,7","5,6",4,RN
14,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"8,4","5,9","2,1",,,"5,8","5,6",5,RN
14,DC/CCN042,COMPILADORES,"4,0","5,9","4,8",,,"9,0","7,0",2,AM
14,DC/CCN034 ,PROGRAMAÇÃO LINEAR,"4,9","4,1","6,1",,,"5,4","5,2",5,RN
14,DC/CCN035,REDES DE COMPUTADORES,"3,1","7,8","8,6",,,,"0,0",20,RF
15,DMAT/CCN034,ÁLGEBRA LINEAR,"4,3","5,6","3,3",,,"8,0","6,2",9,AM
15,DC/CCN025,BANCO DE DADOS,"7,2","4,2","4,3",,,"6,2","5,7",10,RN
15,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"3,2","7,2","5,3",,,"0,9","3,1",10,RN
15,DC/CCN022,ESTRUTURAS DE DADOS,"6,0","7,0","3,0",,,"5,0","5,2",12,RN
15,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"3,1","8,1","2,1",,,"7,7","6,1",9,AM
15,DC/CCN019,INTRODUÇÃO À LÓGICA,"9,6","4,7","3,8",,,"7,4","6,7",11,AM
15,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"5,7","4,5","3,8",,,,"0,0",25,RF
15,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"9,4","7,5","6,6",,,,"7,8",0,AM
15,DC/CCN048,PROGRAMAÇÃO FUNCIONAL,"4,9","2,5","1,6",,,,"3,0",0,RN
15,DC/CCN074 ,TÓPICOS EM REDES DE COMPUTADORES,"4,6","2,1","8,1",,,"8,7","6,8",9,AM
15,DC/CCN030,TEORIA DA COMPUTAÇÃO,"4,2","4,7","7,2",,,"6,5","6,0",5,AM
15,DC/CCN040 ,SEGURANÇA EM SISTEMAS,"5,7","4,5","6,5",,,"5,5","5,6",4,RN
15,DMAT/CCN035,MATEMÁTICA DISCRETA,"5,0","9,1","1,1",,,"6,6","5,8",9,RN
15,DC/CCN047 ,ESTÁGIO SUPERVISIONADO,"6,6","5,5","4,8",,,"8,3","7,0",10,AM
15,DC/CCN046 ,TRABALHO DE CONCLUSÃO DE CURSO I - TCC I,"6,4","5,5","5,8",,,"5,1","5,5",6,RN
15,DC/CCN049,TRABALHO DE CONCLUSÃO DE CURSO II - TCC II,"10,0","10,0","10,0",,,,"10,0",3,AM
15,DC/CCN071,TÓPICOS EM ENGENHARIA DE SOFTWARE,"8,8","9,4","5,1",,,,"7,8",12,AM
15,DC/CCN021,INFORMÁTICA E SOCIEDADE,"5,7","8,7","0,8",,,,"0,0",16,RF
15,DC/CCN067,TÓPICOS EM BIOINFORMÁTICA,"5,8","9,7","3,5",,,"5,7","6,0",5,AM
15,DC/CCN035,REDES DE COMPUTADORES,"2,6","9,9","5,5",,,"7,2","6,6",8,AM
15,DC/CCN071 ,TÓPICOS EM ENGENHARIA DE SOFTWARE,"7,6","3,4","7,1",,,"5,4","5,7",10,RN
15,DC/CCN042,COMPILADORES,"4,7","7,5","8,1",,,"5,3","6,0",10,AM
15,DC/CCN034 ,PROGRAMAÇÃO LINEAR,"1,6","7,5","1,7",,,,"3,6",4,RN
16,DMAT/CCN034,ÁLGEBRA LINEAR,"4,8","4,2","7,7",,,"6,7","6,2",6,AM
16,DC/CCN025,BANCO DE DADOS,"9,9","9,6","3,7",,,,"7,7",2,AM
16,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"7,3","6,9","7,3",,,,"7,2",7,AM
16,DC/CCN022,ESTRUTURAS DE DADOS,"2,0","4,3","5,9",,,,"0,0",24,RF
16,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"2,9","4,0","4,3",,,,"3,7",1,RN
16,DC/CCN019,INTRODUÇÃO À LÓGICA,"6,4","5,6","3,7",,,"6,4","5,8",11,RN
16,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"5,9","6,9","6,7",,,"5,1","5,8",4,RN
16,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"4,0","8,0","6,7",,,"5,1","5,6",0,RN
16,DC/CCN046 ,TRABALHO DE CONCLUSÃO DE CURSO I - TCC I,"0,4","9,1","4,0",,,,"0,0",25,RF
16,DC/CCN067,TÓPICOS EM BIOINFORMÁTICA,"3,5","7,2","5,3",,,"7,6","6,4",12,AM
16,CGBEST/CCN013,PROBABILIDADE E ESTATÍSTICA,"5,7","6,6","0,8",,,"5,7","5,1",8,RN
16,DC/CCN032 ,COMPUTAÇÃO GRÁFICA,"5,0","8,9","6,2",,,"1,8","4,2",11,RN
16,DC/CCN070,TÓPICOS EM COMPUTAÇÃO APLICADA,"8,7","7,1","6,1",,,,"7,3",8,AM
16,DC/CCN058 ,SISTEMAS EMBARCADOS,"6,1","5,4","8,7",,,,"0,0",22,RF
16,DC/CCN030 ,TEORIA DA COMPUTAÇÃO,"8,1","6,9","7,4",,,,"7,5",6,AM
16,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"7,9","5,3","6,5",,,"3,4","5,0",3,RN
16,DC/CCN061 ,PROCESSAMENTO DE LINGUAGEM NATURAL,"7,9","3,2","7,3",,,,"0,0",24,RF
16,DC/CCN033,SISTEMAS OPERACIONAIS,"6,3","6,8","4,3",,,"7,3","6,6",7,AM
17,DMAT/CCN034,ÁLGEBRA LINEAR,"7,7","4,2","5,7",,,"4,1","5,0",8,RN
17,DC/CCN025,BANCO DE DADOS,"8,4","6,5","9,0",,,,"8,0",2,AM
17,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"4,8","8,5","5,6",,,"4,8","5,6",1,RN
17,DC/CCN022,ESTRUTURAS DE DADOS,"1,8","4,7","4,1",,,,"3,5",12,RN
17,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"9,0","8,2","9,2",,,,"8,8",5,AM
17,DC/CCN019,INTRODUÇÃO À LÓGICA,"4,5","3,3","9,1",,,"7,9","6,8",5,AM
17,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"4,5","4,2","0,2",,,,"3,0",0,RN
17,DC/CCN061,PROCESSAMENTO DE LINGUAGEM NATURAL,"7,0","3,5","3,9",,,"6,2","5,5",5,RN
17,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"9,8","5,2","3,7",,,"5,3","5,8",5,RN
17,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"9,1","3,7","1,2",,,"7,5","6,1",6,AM
17,DC/CCN047,ESTÁGIO SUPERVISIONADO,"10,0","10,0","10,0","10,0","10,0",,"0,0",22,RF
17,DC/CCN034,PROGRAMAÇÃO LINEAR,"5,3","4,6","0,3",,,,"3,4",4,RN
17,DC/CCN055,FLUXOS EM REDES,"5,7","2,4","2,6",,,,"3,6",11,RN
17,DC/CCN029,CIRCUITOS DIGITAIS,"7,4","8,6","6,1",,,,"7,4",12,AM
17,DC/CCN046,TRABALHO DE CONCLUSÃO DE CURSO I - TCC I,"10,0","10,0","10,0",,,,"10,0",10,AM
17,DC/CCN064,REDES DE COMUNICAÇÃO SEM FIO,"9,6","9,5","4,9",,,,"8,0",8,AM
17,DC/CCN021,INFORMÁTICA E SOCIEDADE,"8,5","2,4","10,0",,,,"7,0",9,AM
17,DC/CCN038, SISTEMAS DISTRIBUÍDOS,"6,2","4,0","1,0",,,,"0,0",17,RF
17,DC/CCN081,VISÃO COMPUTACIONAL,"3,8","7,8","6,3",,,"5,5","5,8",2,RN
18,DMAT/CCN034,ÁLGEBRA LINEAR,"3,0","4,5","3,9",,,,"3,8",1,RN
18,DC/CCN025,BANCO DE DADOS,"9,4","5,6","5,0",,,"6,1","6,4",12,AM
18,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"6,8","3,3","6,0",,,"7,1","6,2",12,AM
18,DC/CCN022,ESTRUTURAS DE DADOS,"5,5","9,7","6,1",,,,"7,1",12,AM
18,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"6,7","1,0","9,0",,,"6,3","5,9",3,RN
18,DC/CCN019,INTRODUÇÃO À LÓGICA,"5,9","0,8","5,8",,,"8,6","6,4",11,AM
18,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"8,3","2,2","2,1",,,"8,6","6,4",4,AM
18,DC/CCN038, SISTEMAS DISTRIBUÍDOS,"5,4","8,2","8,7",,,,"7,4",0,AM
18,DC/CCN032,COMPUTAÇÃO GRÁFICA,"4,1","8,2","8,6",,,,"7,0",3,AM
18,DC/CCN047,ESTÁGIO SUPERVISIONADO,"9,0","9,0","9,0","9,0","9,0",,"9,0",0,AM
18,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"7,5","3,8","5,8",,,"8,1","6,9",4,AM
18,DC/CCN071 ,TÓPICOS EM ENGENHARIA DE SOFTWARE,"5,2","3,2","7,0",,,"5,4","5,2",6,RN
19,DMAT/CCN034,ÁLGEBRA LINEAR,"7,9","7,2","5,3",,,"6,0","6,4",9,AM
19,DC/CCN025,BANCO DE DADOS,"8,8","4,4","6,3",,,"5,1","5,8",11,RN
19,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"6,5","6,8","6,7",,,"6,0","6,4",7,AM
19,DC/CCN022,ESTRUTURAS DE DADOS,"7,2","4,0","5,3",,,"5,4","5,4",6,RN
19,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"8,7","8,9","4,9",,,,"7,5",10,AM
19,DC/CCN019,INTRODUÇÃO À LÓGICA,"4,3","9,5","6,0",,,,"0,0",21,RF
19,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"4,7","8,9","6,0",,,"4,5","5,5",8,RN
19,DC/CCN040,SEGURANÇA EM SISTEMAS,"3,6","8,9","8,2",,,"4,9","5,9",4,RN
19,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"4,4","3,8","6,2",,,"8,3","6,6",12,AM
19,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"9,5",,,,,,"9,5",2,AM
19,DC/CCN044 ,ENGENHARIA DE SOFTWARE II,"4,5","6,3","9,3",,,"5,8","6,2",7,AM
19,DC/CCN044,ENGENHARIA DE SOFTWARE II,"4,5","5,5","7,6",,,"5,3","5,6",12,RN
19,DMAT/CCN039,MÉTODOS NUMÉRICOS,"5,7","7,6","2,8",,,"7,1","6,2",9,AM
19,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"6,1","5,9","8,5",,,"6,6","6,7",10,AM
20,DMAT/CCN034,ÁLGEBRA LINEAR,"8,7","4,3","3,0",,,"5,8","5,6",2,RN
20,DC/CCN025,BANCO DE DADOS,"0,4","6,2","4,7",,,,"3,8",8,RN
20,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"5,8","9,7","4,5",,,"4,9","5,8",3,RN
20,DC/CCN022,ESTRUTURAS DE DADOS,"0,2","5,1","1,1",,,,"0,0",21,RF
20,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"5,1","4,9","8,0",,,,"0,0",25,RF
20,DC/CCN019,INTRODUÇÃO À LÓGICA,"5,1","4,7","3,7",,,"7,5","6,0",1,AM
20,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"3,4","4,1","5,7",,,"7,5","6,0",3,AM
20,DC/CCN040 ,SEGURANÇA EM SISTEMAS,"6,7","4,7","6,5",,,,"0,0",21,RF
20,DC/CCN044 ,ENGENHARIA DE SOFTWARE II,"9,4","9,5","4,2",,,,"7,7",15,AM
20,DC/CCN042,COMPILADORES,"5,4","8,2","3,7",,,"3,7","4,8",4,RN
20,DMAT/CCN039,MÉTODOS NUMÉRICOS,"6,4","3,4","9,7",,,,"0,0",24,RF
20,DC/CCN057 ,REDES NEURAIS ARTIFICIAIS,"4,4","7,7","9,7",,,,"7,3",3,AM
20,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"10,0",,,,,,"10,0",7,AM
20,DMAT/CCN035,MATEMÁTICA DISCRETA,"9,7","5,4","7,7",,,,"7,6",5,AM
20,DC/CCN049,TRABALHO DE CONCLUSÃO DE CURSO II - TCC II,"10,0","10,0","10,0",,,,"10,0",11,AM
21,DMAT/CCN034,ÁLGEBRA LINEAR,"4,0","9,8","5,4",,,"1,4","3,9",12,RN
21,DC/CCN025,BANCO DE DADOS,"4,1","9,5","3,4",,,"8,3","7,0",15,AM
21,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"5,7","7,4","6,1",,,"6,4","6,4",11,AM
21,DC/CCN022,ESTRUTURAS DE DADOS,"6,1","5,1","4,0",,,"7,0","6,0",10,AM
21,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"7,3","3,2","0,8",,,,"3,8",1,RN
21,DC/CCN019,INTRODUÇÃO À LÓGICA,"9,6","3,2","4,8",,,,"0,0",21,RF
21,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"5,0","0,8","8,6",,,"8,3","6,6",8,AM
21,DC/CCN070,TÓPICOS EM COMPUTAÇÃO APLICADA,"9,9","4,8","3,6",,,"7,7","6,9",10,AM
21,DC/CCN068,TÓPICOS EM ARQUITETURA DE COMPUTADORES,"3,5","8,4","3,7",,,,"0,0",21,RF
21,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"3,9","9,0","8,2",,,,"7,0",1,AM
21,DC/CCN055,FLUXOS EM REDES,"6,9","4,4","4,0",,,"5,4","5,2",3,RN
21,DEFE/CCE007,"RELAÇÕES ÉTNICO-RACIAIS, GÊNERO E
DIVERSIDADE","1,3","6,9","8,2",,,"7,3","6,4",5,AM
22,DMAT/CCN034,ÁLGEBRA LINEAR,"7,3","4,3","5,8",,,"6,2","6,0",9,AM
22,DC/CCN025,BANCO DE DADOS,"6,1","4,7","9,5",,,"4,6","5,7",1,RN
22,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"0,2","2,9","6,5",,,,"0,0",24,RF
22,DC/CCN022,ESTRUTURAS DE DADOS,"9,3","4,4","0,3",,,"6,3","5,5",8,RN
22,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"4,7","2,5","2,7",,,,"3,3",5,RN
22,DC/CCN019,INTRODUÇÃO À LÓGICA,"7,7","5,6","3,9",,,"5,8","5,8",2,RN
22,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"6,5","6,1","5,3",,,,"0,0",25,RF
22,DC/CCN047 ,ESTÁGIO SUPERVISIONADO,"8,7","6,3","8,1",,,,"7,7",9,AM
22,DC/CCN057 ,REDES NEURAIS ARTIFICIAIS,"8,3","4,9","8,0",,,,"7,1",13,AM
22,DC/CCN071 ,TÓPICOS EM ENGENHARIA DE SOFTWARE,"9,4","8,6","9,7",,,,"9,2",0,AM
22,DC/CCN061 ,PROCESSAMENTO DE LINGUAGEM NATURAL,"7,3","8,2","7,3",,,,"7,6",8,AM
22,DC/CCN044,ENGENHARIA DE SOFTWARE II,"0,9","6,2","3,1",,,,"3,4",12,RN
23,DMAT/CCN034,ÁLGEBRA LINEAR,"7,9","9,0","1,4",,,"7,0","6,6",9,AM
23,DC/CCN025,BANCO DE DADOS,"8,7","4,5","9,6",,,,"7,6",7,AM
23,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"8,4","2,3","7,1",,,"5,7","5,8",15,RN
23,DC/CCN022,ESTRUTURAS DE DADOS,"4,2","4,9","5,0",,,"6,5","5,6",1,RN
23,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"6,9","7,6","0,4",,,"9,7","7,4",8,AM
23,DC/CCN019,INTRODUÇÃO À LÓGICA,"0,0","5,6","3,9",,,,"3,2",4,RN
23,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"3,1","5,9","8,7",,,"1,0","3,4",4,RN
23,DC/CCN034 ,PROGRAMAÇÃO LINEAR,"9,7","4,7","4,3",,,"5,7","6,0",8,AM
23,DC/CCN070,TÓPICOS EM COMPUTAÇÃO APLICADA,"3,1","3,3","5,1",,,,"3,8",5,RN
23,DC/CCN032 ,COMPUTAÇÃO GRÁFICA,"2,0","8,0","6,5",,,"9,7","7,6",5,AM
23,DC/CCN031,ARQUITETURA DE COMPUTADORES,"5,1","3,5","9,5",,,"4,4","5,2",1,RN
23,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"5,9","4,1","4,6",,,"6,2","5,6",12,RN
23,DC/CCN044,ENGENHARIA DE SOFTWARE II,"3,5","3,2","6,5",,,,"0,0",24,RF
23,DC/CCN045,BANCOS DE DADOS RELACIONAIS,"3,9","5,6","4,8",,,"5,6","5,2",2,RN
23,DC/CCN029,CIRCUITOS DIGITAIS,"9,6","3,2","7,3",,,"6,6","6,6",0,AM
23,DC/CCN048,PROGRAMAÇÃO FUNCIONAL,"8,9","3,5","6,8",,,"6,9","6,6",2,AM
23,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"8,3","3,0","3,4",,,,"0,0",25,RF
24,DMAT/CCN034,ÁLGEBRA LINEAR,"6,6","9,0","7,1",,,,"7,6",4,AM
24,DC/CCN025,BANCO DE DADOS,"5,2","8,2","6,7",,,,"0,0",20,RF
24,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"5,1","7,9","3,7",,,"7,5","6,6",3,AM
24,DC/CCN022,ESTRUTURAS DE DADOS,"9,0","9,0","6,2",,,,"8,1",0,AM
24,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"5,7","3,9","6,0",,,"7,6","6,4",3,AM
24,DC/CCN019,INTRODUÇÃO À LÓGICA,"7,5","5,5","1,7",,,"7,9","6,4",12,AM
24,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"3,5","10,0","7,0",,,"5,3","6,0",8,AM
24,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"3,3","8,2","3,3",,,"5,8","5,4",12,RN
24,DC/CCN047 ,ESTÁGIO SUPERVISIONADO,"3,8","7,4","5,3",,,"5,7","5,6",1,RN
